Year,State ab,State,Population,Index offenses total,Violent crime total,Murder and nonnegligent Manslaughter,Rape (legacy),Rape (revised),Rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Index offense rate,Violent Crime rate,Murder and nonnegligent manslaughter rate,Rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate
1966,ME,Maine,983000,14029,486,22,48.0,0.0,48,58,358,13543,3578,8917,1048,1427.1,49.4,2.2,4.9,5.9,36.4,1377.7,364.0,907.1,106.6
1966,MD,Maryland,3613000,114302,11236,254,554.0,0.0,554,4470,5958,103066,27254,60270,15542,3163.6,311.0,7.0,15.3,123.7,164.9,2852.6,754.3,1668.1,430.2
1966,MA,Massachusetts,5383000,122477,6201,128,344.0,0.0,344,2474,3255,116276,33326,53244,29706,2275.3,115.2,2.4,6.4,46.0,60.5,2160.1,619.1,989.1,551.8
1966,MI,Michigan,8374000,310531,27806,415,2358.0,0.0,2358,12992,12041,282725,82403,170722,29600,3708.3,332.1,5.0,28.2,155.1,143.8,3376.2,984.0,2038.7,353.5
1966,MN,Minnesota,3576000,79893,3691,79,261.0,0.0,261,1765,1586,76202,20713,46683,8806,2234.1,103.2,2.2,7.3,49.4,44.4,2130.9,579.2,1305.5,246.3
1966,MS,Mississippi,2327000,20878,3504,225,185.0,0.0,185,310,2784,17374,5548,10438,1388,897.2,150.6,9.7,8.0,13.3,119.6,746.6,238.4,448.6,59.6
1966,MO,Missouri,4508000,131648,11149,245,793.0,0.0,793,4769,5342,120499,35260,72411,12828,2920.3,247.3,5.4,17.6,105.8,118.5,2673.0,782.2,1606.3,284.6
1966,MT,Montana,702000,16539,507,20,63.0,0.0,63,125,299,16032,3482,10917,1633,2356.0,72.2,2.8,9.0,17.8,42.6,2283.8,496.0,1555.1,232.6
1966,NE,Nebraska,1456000,28037,941,26,97.0,0.0,97,362,456,27096,6117,18448,2531,1925.6,64.6,1.8,6.7,24.9,31.3,1861.0,420.1,1267.0,173.8
1966,NV,Nevada,454000,16459,987,48,52.0,0.0,52,440,447,15472,4229,9494,1749,3625.3,217.4,10.6,11.5,96.9,98.5,3407.9,931.5,2091.2,385.2
1966,NH,New Hampshire,681000,7750,259,13,30.0,0.0,30,70,146,7491,2382,4411,698,1138.0,38.0,1.9,4.4,10.3,21.4,1100.0,349.8,647.7,102.5
1966,NJ,New Jersey,6898000,160622,11168,240,640.0,0.0,640,4397,5891,149454,49176,77374,22904,2328.5,161.9,3.5,9.3,63.7,85.4,2166.6,712.9,1121.7,332.0
1966,NM,New Mexico,1022000,33354,2221,64,138.0,0.0,138,458,1561,31133,9380,18971,2782,3263.6,217.3,6.3,13.5,44.8,152.7,3046.3,917.8,1856.3,272.2
1966,NY,New York,18258000,609465,62561,882,2439.0,0.0,2439,30098,29142,546904,196127,286409,64368,3338.0,342.6,4.8,13.4,164.8,159.6,2995.4,1074.2,1568.7,352.5
1966,NC,North Carolina,5000000,85211,14775,459,538.0,0.0,538,1213,12565,70436,22134,41258,7044,1704.2,295.5,9.2,10.8,24.3,251.3,1408.7,442.7,825.2,140.9
1966,ND,North Dakota,650000,7846,231,12,28.0,0.0,28,40,151,7615,1439,5609,567,1207.0,35.5,1.8,4.3,6.2,23.2,1171.5,221.4,862.9,87.2
1966,OH,Ohio,10305000,216276,15626,462,963.0,0.0,963,7216,6985,200650,50567,125816,24267,2098.7,151.6,4.5,9.3,70.0,67.8,1947.1,490.7,1220.9,235.5
1966,OK,Oklahoma,2458000,53909,3552,135,336.0,0.0,336,1015,2066,50357,15036,30485,4836,2193.2,144.5,5.5,13.7,41.3,84.1,2048.7,611.7,1240.2,196.7
1966,OR,Oregon,1955000,58400,2470,53,247.0,0.0,247,895,1275,55930,13394,37840,4696,2987.2,126.3,2.7,12.6,45.8,65.2,2860.9,685.1,1935.5,240.2
1966,PA,Pennsylvania,11582000,172944,15169,378,1267.0,0.0,1267,5815,7709,157775,49073,84394,24308,1493.2,131.0,3.3,10.9,50.2,66.6,1362.2,423.7,728.7,209.9
1966,RI,Rhode Island,898000,23158,849,13,45.0,0.0,45,228,563,22309,6354,11339,4616,2578.8,94.5,1.4,5.0,25.4,62.7,2484.3,707.6,1262.7,514.0
1966,SC,South Carolina,2586000,51268,5844,301,352.0,0.0,352,744,4447,45424,13865,27417,4142,1982.5,226.0,11.6,13.6,28.8,172.0,1756.5,536.2,1060.2,160.2
1966,SD,South Dakota,682000,10325,568,10,61.0,0.0,61,68,429,9757,2175,6964,618,1513.9,83.3,1.5,8.9,10.0,62.9,1430.6,318.9,1021.1,90.6
1966,TN,Tennessee,3883000,70550,6145,304,421.0,0.0,421,1337,4083,64405,23394,33513,7498,1816.9,158.3,7.8,10.8,34.4,105.2,1658.6,602.5,863.1,193.1
1966,TX,Texas,10752000,308854,24382,983,1237.0,0.0,1237,5987,16175,284472,82651,176987,24834,2872.6,226.8,9.1,11.5,55.7,150.4,2645.8,768.7,1646.1,231.0
1966,UT,Utah,1008000,33569,1148,20,103.0,0.0,103,368,657,32421,6952,22806,2663,3330.3,113.9,2.0,10.2,36.5,65.2,3216.4,689.7,2262.5,264.2
1966,VT,Vermont,405000,4524,80,6,28.0,0.0,28,16,30,4444,1733,2238,473,1117.1,19.8,1.5,6.9,4.0,7.4,1097.3,427.9,552.6,116.8
1966,VA,Virginia,4507000,104955,10399,364,540.0,0.0,540,2006,7489,94556,27968,57336,9252,2328.7,230.7,8.1,12.0,44.5,166.2,2098.0,620.5,1272.2,205.3
1966,WA,Washington,2980000,92357,3673,75,346.0,0.0,346,1094,2158,88684,19958,61563,7163,3099.3,123.3,2.5,11.6,36.7,72.4,2976.0,669.7,2065.9,240.4
1966,WV,West Virginia,1794000,16801,1613,76,91.0,0.0,91,342,1104,15188,4651,9146,1391,936.5,89.9,4.2,5.1,19.1,61.5,846.6,259.3,509.8,77.5
1966,WI,Wisconsin,4161000,79039,1984,80,151.0,0.0,151,537,1216,77055,14346,54736,7973,1899.5,47.7,1.9,3.6,12.9,29.2,1851.8,344.8,1315.5,191.6
1966,WY,Wyoming,329000,7289,273,16,40.0,0.0,40,69,148,7016,1263,5257,496,2215.5,83.0,4.9,12.2,21.0,45.0,2132.5,383.9,1597.9,150.8
1967,AL,Alabama,3540000,65527,8448,415,371.0,0.0,371,1167,6495,57079,20227,31682,5170,1851.0,238.6,11.7,10.5,33.0,183.5,1612.4,571.4,895.0,146.0
1967,AK,Alaska,272000,7846,437,26,48.0,0.0,48,96,267,7409,1873,4436,1100,2884.6,160.7,9.6,17.6,35.3,98.2,2723.9,688.6,1630.9,404.4
1967,AZ,Arizona,1634000,79052,3892,91,273.0,0.0,273,1224,2304,75160,18583,49923,6654,4838.0,238.2,5.6,16.7,74.9,141.0,4599.8,1137.3,3055.3,407.2
1967,AR,Arkansas,1968000,32048,4320,173,279.0,0.0,279,693,3175,27728,8735,17301,1692,1628.4,219.5,8.8,14.2,35.2,161.3,1408.9,443.9,879.1,86.0
1967,CA,California,19153000,968203,67446,1039,4792.0,0.0,4792,28539,33076,900757,276958,526477,97322,5055.1,352.1,5.4,25.0,149.0,172.7,4703.0,1446.0,2748.8,508.1
1967,CO,Colorado,1975000,65354,3789,81,412.0,0.0,412,1342,1954,61565,15590,39885,6090,3309.0,191.8,4.1,20.9,67.9,98.9,3117.2,789.4,2019.5,308.4
1967,CT,Connecticut,2925000,66726,2804,70,164.0,0.0,164,941,1629,63922,21987,32543,9392,2281.3,95.9,2.4,5.6,32.2,55.7,2185.4,751.7,1112.6,321.1
1967,DE,Delaware,524000,15152,948,45,60.0,0.0,60,343,500,14204,4360,7861,1983,2891.6,180.9,8.6,11.5,65.5,95.4,2710.7,832.1,1500.2,378.4
1967,DC,District of Columbia,809000,53886,9252,178,172.0,0.0,172,5759,3143,44634,14702,21425,8507,6660.8,1143.6,22.0,21.3,711.9,388.5,5517.2,1817.3,2648.3,1051.5
1967,FL,Florida,5995000,246011,23399,630,913.0,0.0,913,7850,14006,222612,73188,132298,17126,4103.6,390.3,10.5,15.2,130.9,233.6,3713.3,1220.8,2206.8,285.7
1967,GA,Georgia,4509000,88117,8536,501,561.0,0.0,561,1682,5792,79581,26667,43900,9014,1954.2,189.3,11.1,12.4,37.3,128.5,1764.9,591.4,973.6,199.9
1967,HI,Hawaii,739000,27486,591,18,37.0,0.0,37,146,390,26895,8516,15392,2987,3719.4,80.0,2.4,5.0,19.8,52.8,3639.4,1152.4,2082.8,404.2
1967,ID,Idaho,699000,13321,478,30,61.0,0.0,61,76,311,12843,2837,9217,789,1905.7,68.4,4.3,8.7,10.9,44.5,1837.3,405.9,1318.6,112.9
1967,IL,Illinois,10893000,317045,42956,793,1953.0,0.0,1953,21879,18331,274089,66282,161876,45931,2910.5,394.3,7.3,17.9,200.9,168.3,2516.2,608.5,1486.1,421.7
1967,IN,Indiana,5000000,129624,8143,188,633.0,0.0,633,3933,3389,121481,35074,69464,16943,2592.5,162.9,3.8,12.7,78.7,67.8,2429.6,701.5,1389.3,338.9
1967,IA,Iowa,2753000,51784,1608,42,155.0,0.0,155,578,833,50176,11881,34022,4273,1881.0,58.4,1.5,5.6,21.0,30.3,1822.6,431.6,1235.8,155.2
1967,KS,Kansas,2275000,56295,3248,90,243.0,0.0,243,959,1956,53047,13610,35231,4206,2474.5,142.8,4.0,10.7,42.2,86.0,2331.7,598.2,1548.6,184.9
1967,KY,Kentucky,3189000,59196,4484,230,291.0,0.0,291,1502,2461,54712,15399,30325,8988,1856.2,140.6,7.2,9.1,47.1,77.2,1715.6,482.9,950.9,281.8
1967,LA,Louisiana,3662000,87477,10071,341,603.0,0.0,603,3005,6122,77406,24030,43075,10301,2388.8,275.0,9.3,16.5,82.1,167.2,2113.8,656.2,1176.3,281.3
1967,ME,Maine,973000,15791,621,4,58.0,0.0,58,94,465,15170,4452,9637,1081,1622.9,63.8,0.4,6.0,9.7,47.8,1559.1,457.6,990.4,111.1
1967,MD,Maryland,3682000,143980,17458,293,720.0,0.0,720,7809,8636,126522,37366,71147,18009,3910.3,474.1,8.0,19.6,212.1,234.5,3436.2,1014.8,1932.3,489.1
1967,MA,Massachusetts,5421000,134557,6919,154,411.0,0.0,411,2818,3536,127638,36621,54837,36180,2482.1,127.6,2.8,7.6,52.0,65.2,2354.5,675.5,1011.6,667.4
1967,MI,Michigan,8584000,348685,33390,560,2282.0,0.0,2282,16188,14360,315295,99624,182277,33394,4062.1,389.0,6.5,26.6,188.6,167.3,3673.1,1160.6,2123.5,389.0
1967,MN,Minnesota,3582000,92887,4727,58,309.0,0.0,309,2402,1958,88160,25233,52454,10473,2593.2,132.0,1.6,8.6,67.1,54.7,2461.2,704.4,1464.4,292.4
1967,MS,Mississippi,2348000,21136,2672,204,130.0,0.0,130,248,2090,18464,6053,11080,1331,900.2,113.8,8.7,5.5,10.6,89.0,786.4,257.8,471.9,56.7
1967,MO,Missouri,4603000,143785,12746,337,785.0,0.0,785,6005,5619,131039,39635,75063,16341,3123.7,276.9,7.3,17.1,130.5,122.1,2846.8,861.1,1630.7,355.0
1967,MT,Montana,701000,17224,588,17,72.0,0.0,72,150,349,16636,3661,11463,1512,2457.1,83.9,2.4,10.3,21.4,49.8,2373.2,522.3,1635.2,215.7
1967,NE,Nebraska,1435000,30031,1624,39,117.0,0.0,117,556,912,28407,7056,18651,2700,2092.8,113.2,2.7,8.2,38.7,63.6,1979.6,491.7,1299.7,188.2
1967,NV,Nevada,444000,19110,1100,48,64.0,0.0,64,523,465,18010,4734,11159,2117,4304.0,247.7,10.8,14.4,117.8,104.7,4056.3,1066.2,2513.3,476.8
1967,NH,New Hampshire,686000,7673,218,14,23.0,0.0,23,42,139,7455,2350,4338,767,1118.5,31.8,2.0,3.4,6.1,20.3,1086.7,342.6,632.4,111.8
1967,NJ,New Jersey,7003000,191720,13204,276,677.0,0.0,677,5777,6474,178516,60321,88412,29783,2737.6,188.5,3.9,9.7,82.5,92.4,2549.1,861.4,1262.5,425.3
1967,NM,New Mexico,1003000,32802,2325,66,155.0,0.0,155,456,1648,30477,8539,19378,2560,3270.4,231.8,6.6,15.5,45.5,164.3,3038.6,851.3,1932.0,255.2
1967,NY,New York,18336000,692528,75124,996,2665.0,0.0,2665,40202,31261,617404,219157,314472,83775,3776.9,409.7,5.4,14.5,219.3,170.5,3367.2,1195.2,1715.1,456.9
1967,NC,North Carolina,5029000,95162,15995,498,567.0,0.0,567,1614,13316,79167,25966,45856,7345,1892.3,318.1,9.9,11.3,32.1,264.8,1574.2,516.3,911.8,146.1
1967,ND,North Dakota,639000,8942,185,1,30.0,0.0,30,37,117,8757,1541,6690,526,1399.4,29.0,0.2,4.7,5.8,18.3,1370.4,241.2,1046.9,82.3
1967,OH,Ohio,10458000,263372,19344,545,1073.0,0.0,1073,9934,7792,244028,63540,146432,34056,2518.4,185.0,5.2,10.3,95.0,74.5,2333.4,607.6,1400.2,325.6
1967,OK,Oklahoma,2495000,57748,3703,166,343.0,0.0,343,976,2218,54045,15632,33655,4758,2314.5,148.4,6.7,13.7,39.1,88.9,2166.1,626.5,1348.9,190.7
1967,OR,Oregon,1999000,69268,3147,61,248.0,0.0,248,1317,1521,66121,17140,43515,5466,3465.1,157.4,3.1,12.4,65.9,76.1,3307.7,857.4,2176.8,273.4
1967,PA,Pennsylvania,11629000,193795,16119,448,1154.0,0.0,1154,6735,7782,177676,56709,93482,27485,1666.5,138.6,3.9,9.9,57.9,66.9,1527.9,487.7,803.9,236.3
1967,RI,Rhode Island,900000,28227,1156,20,43.0,0.0,43,283,810,27071,8072,13519,5480,3136.3,128.4,2.2,4.8,31.4,90.0,3007.9,896.9,1502.1,608.9
1967,SC,South Carolina,2599000,54345,6015,291,379.0,0.0,379,909,4436,48330,16603,27509,4218,2091.0,231.4,11.2,14.6,35.0,170.7,1859.6,638.8,1058.4,162.3
1967,SD,South Dakota,674000,10492,586,25,56.0,0.0,56,87,418,9906,2302,7037,567,1556.6,86.9,3.7,8.3,12.9,62.0,1469.7,341.5,1044.1,84.1
1967,TN,Tennessee,3892000,82027,8111,347,486.0,0.0,486,2199,5079,73916,27703,36750,9463,2107.6,208.4,8.9,12.5,56.5,130.5,1899.2,711.8,944.2,243.1
1967,TX,Texas,10869000,340164,26749,1073,1428.0,0.0,1428,7558,16690,313415,89387,195275,28753,3129.7,246.1,9.9,13.1,69.5,153.6,2883.6,822.4,1796.6,264.5
1967,UT,Utah,1024000,33223,1194,28,74.0,0.0,74,394,698,32029,7020,22702,2307,3244.4,116.6,2.7,7.2,38.5,68.2,3127.8,685.5,2217.0,225.3
1967,VT,Vermont,417000,5095,86,13,18.0,0.0,18,8,47,5009,2156,2332,521,1221.8,20.6,3.1,4.3,1.9,11.3,1201.2,517.0,559.2,124.9
1967,VA,Virginia,4536000,118784,10328,411,601.0,0.0,601,2397,6919,108456,32709,64808,10939,2618.7,227.7,9.1,13.2,52.8,152.5,2391.0,721.1,1428.7,241.2
1967,WA,Washington,3087000,115353,4754,96,387.0,0.0,387,1686,2585,110599,25859,76049,8691,3736.7,154.0,3.1,12.5,54.6,83.7,3582.7,837.7,2463.5,281.5
1967,WV,West Virginia,1798000,18425,1744,83,85.0,0.0,85,347,1229,16681,5365,9745,1571,1024.8,97.0,4.6,4.7,19.3,68.4,927.8,298.4,542.0,87.4
1967,WI,Wisconsin,4189000,93504,2948,80,194.0,0.0,194,1171,1503,90556,18862,62703,8991,2232.2,70.4,1.9,4.6,28.0,35.9,2161.8,450.3,1496.8,214.6
1967,WY,Wyoming,315000,7598,294,15,23.0,0.0,23,43,213,7304,1594,5159,551,2412.0,93.3,4.8,7.3,13.7,67.6,2318.7,506.0,1637.8,174.9
1968,AL,Alabama,3566000,71285,8288,421,396.0,0.0,396,1462,6009,62997,22403,34508,6086,1999.0,232.4,11.8,11.1,41.0,168.5,1766.6,628.2,967.7,170.7
1968,AK,Alaska,277000,9199,486,29,60.0,0.0,60,146,251,8713,2070,5307,1336,3321.0,175.5,10.5,21.7,52.7,90.6,3145.5,747.3,1915.9,482.3
1968,AZ,Arizona,1670000,81403,4402,105,313.0,0.0,313,1448,2536,77001,19496,50471,7034,4874.4,263.6,6.3,18.7,86.7,151.9,4610.8,1167.4,3022.2,421.2
1968,AR,Arkansas,2012000,39406,4360,163,349.0,0.0,349,796,3052,35046,11463,21506,2077,1958.5,216.7,8.1,17.3,39.6,151.7,1741.8,569.7,1068.9,103.2
1968,CA,California,19221000,1099656,81293,1150,5744.0,0.0,5744,36991,37408,1018363,316081,582838,119444,5721.1,422.9,6.0,29.9,192.5,194.6,5298.2,1644.5,3032.3,621.4
1968,CO,Colorado,2048000,79107,5387,110,535.0,0.0,535,1977,2765,73720,18780,46326,8614,3862.6,263.0,5.4,26.1,96.5,135.0,3599.6,917.0,2262.0,420.6
1968,CT,Connecticut,2959000,85527,3825,73,238.0,0.0,238,1332,2182,81702,28538,42034,11130,2890.4,129.3,2.5,8.0,45.0,73.7,2761.1,964.4,1420.5,376.1
1968,DE,Delaware,534000,16904,1288,45,75.0,0.0,75,561,607,15616,4726,8647,2243,3165.5,241.2,8.4,14.0,105.1,113.7,2924.3,885.0,1619.3,420.0
1968,DC,District of Columbia,809000,63653,12180,195,260.0,0.0,260,8622,3103,51473,17950,22169,11354,7868.1,1505.6,24.1,32.1,1065.8,383.6,6362.5,2218.8,2740.3,1403.5
1968,FL,Florida,6160000,277107,27913,731,1113.0,0.0,1113,9849,16220,249194,81743,147745,19706,4498.5,453.1,11.9,18.1,159.9,263.3,4045.4,1327.0,2398.5,319.9
1968,GA,Georgia,4588000,98924,9903,636,619.0,0.0,619,2181,6467,89021,30317,47858,10846,2156.1,215.8,13.9,13.5,47.5,141.0,1940.3,660.8,1043.1,236.4
1968,HI,Hawaii,778000,34530,662,22,56.0,0.0,56,176,408,33868,10610,19323,3935,4438.3,85.1,2.8,7.2,22.6,52.4,4353.2,1363.8,2483.7,505.8
1968,ID,Idaho,705000,14956,518,16,59.0,0.0,59,83,360,14438,3318,10287,833,2121.4,73.5,2.3,8.4,11.8,51.1,2047.9,470.6,1459.1,118.2
1968,IL,Illinois,10974000,355322,44776,893,1798.0,0.0,1798,23209,18876,310546,75013,187133,48400,3237.8,408.0,8.1,16.4,211.5,172.0,2829.8,683.6,1705.2,441.0
1968,IN,Indiana,5067000,147968,10229,243,741.0,0.0,741,5119,4126,137739,37693,79174,20872,2920.3,201.9,4.8,14.6,101.0,81.4,2718.4,743.9,1562.5,411.9
1968,IA,Iowa,2748000,58908,1882,48,186.0,0.0,186,686,962,57026,13027,39476,4523,2143.7,68.5,1.7,6.8,25.0,35.0,2075.2,474.1,1436.5,164.6
1968,KS,Kansas,2303000,62727,3463,86,305.0,0.0,305,1095,1977,59264,14178,40353,4733,2723.7,150.4,3.7,13.2,47.5,85.8,2573.3,615.6,1752.2,205.5
1968,KY,Kentucky,3229000,64291,5317,288,330.0,0.0,330,1941,2758,58974,16872,31376,10726,1991.1,164.7,8.9,10.2,60.1,85.4,1826.4,522.5,971.7,332.2
1968,LA,Louisiana,3732000,93573,11742,354,613.0,0.0,613,3369,7406,81831,25303,45981,10547,2507.3,314.6,9.5,16.4,90.3,198.4,2192.7,678.0,1232.1,282.6
1968,ME,Maine,979000,16468,633,29,66.0,0.0,66,86,452,15835,5029,9497,1309,1682.2,64.7,3.0,6.7,8.8,46.2,1617.5,513.7,970.1,133.7
1968,MD,Maryland,3757000,172061,23405,350,978.0,0.0,978,10355,11722,148656,48886,77041,22729,4579.8,623.0,9.3,26.0,275.6,312.0,3956.8,1301.2,2050.6,605.0
1968,MA,Massachusetts,5437000,166802,8916,188,518.0,0.0,518,4039,4171,157886,47210,66823,43853,3067.9,164.0,3.5,9.5,74.3,76.7,2903.9,868.3,1229.0,806.6
1968,MI,Michigan,8740000,364509,37292,669,2732.0,0.0,2732,18315,15576,327217,101664,187952,37601,4170.6,426.7,7.7,31.3,209.6,178.2,3743.9,1163.2,2150.5,430.2
1968,MN,Minnesota,3646000,108041,5111,81,398.0,0.0,398,2959,1673,102930,29232,60897,12801,2963.3,140.2,2.2,10.9,81.2,45.9,2823.1,801.8,1670.2,351.1
1968,MS,Mississippi,2342000,25463,3397,232,179.0,0.0,179,310,2676,22066,7348,13031,1687,1087.2,145.0,9.9,7.6,13.2,114.3,942.2,313.7,556.4,72.0
1968,MO,Missouri,4627000,165839,15216,408,1076.0,0.0,1076,7108,6624,150623,45188,84779,20656,3584.2,328.9,8.8,23.3,153.6,143.2,3255.3,976.6,1832.3,446.4
1968,MT,Montana,693000,17616,610,23,50.0,0.0,50,126,411,17006,3935,11696,1375,2542.0,88.0,3.3,7.2,18.2,59.3,2454.0,567.8,1687.7,198.4
1968,NE,Nebraska,1437000,34603,2103,33,103.0,0.0,103,713,1254,32500,7292,20862,4346,2408.0,146.3,2.3,7.2,49.6,87.3,2261.7,507.4,1451.8,302.4
1968,NV,Nevada,453000,20213,1261,25,79.0,0.0,79,647,510,18952,5808,11107,2037,4462.1,278.4,5.5,17.4,142.8,112.6,4183.7,1282.1,2451.9,449.7
1968,NH,New Hampshire,702000,9111,279,10,19.0,0.0,19,72,178,8832,2605,5235,992,1297.8,39.7,1.4,2.7,10.3,25.4,1258.1,371.1,745.7,141.3
1968,NJ,New Jersey,7078000,230341,16711,358,801.0,0.0,801,8747,6805,213630,71621,105309,36700,3254.3,236.1,5.1,11.3,123.6,96.1,3018.2,1011.9,1487.8,518.5
1968,NM,New Mexico,1015000,38540,2543,65,214.0,0.0,214,513,1751,35997,9848,22792,3357,3797.0,250.5,6.4,21.1,50.5,172.5,3546.5,970.2,2245.5,330.7
1968,NY,New York,18113000,829453,98515,1185,2527.0,0.0,2527,59857,34946,730938,250918,375143,104877,4579.3,543.9,6.5,14.0,330.5,192.9,4035.4,1385.3,2071.1,579.0
1968,NC,North Carolina,5135000,103056,18025,526,579.0,0.0,579,1929,14991,85031,27716,49442,7873,2006.9,351.0,10.2,11.3,37.6,291.9,1655.9,539.7,962.8,153.3
1968,ND,North Dakota,625000,8782,173,7,29.0,0.0,29,36,101,8609,1494,6611,504,1405.1,27.7,1.1,4.6,5.8,16.2,1377.4,239.0,1057.8,80.6
1968,OH,Ohio,10591000,294529,21228,562,1309.0,0.0,1309,10808,8549,273301,69839,163192,40270,2780.9,200.4,5.3,12.4,102.0,80.7,2580.5,659.4,1540.9,380.2
1968,OK,Oklahoma,2518000,66005,4473,162,383.0,0.0,383,1241,2687,61532,18290,37823,5419,2621.3,177.6,6.4,15.2,49.3,106.7,2443.7,726.4,1502.1,215.2
1968,OR,Oregon,2008000,74978,3955,64,346.0,0.0,346,1536,2009,71023,18978,46612,5433,3734.0,197.0,3.2,17.2,76.5,100.0,3537.0,945.1,2321.3,270.6
1968,PA,Pennsylvania,11712000,226861,20710,475,1203.0,0.0,1203,9981,9051,206151,65151,108204,32796,1937.0,176.8,4.1,10.3,85.2,77.3,1760.2,556.3,923.9,280.0
1968,RI,Rhode Island,913000,35475,1254,22,34.0,0.0,34,450,748,34221,9948,17284,6989,3885.5,137.3,2.4,3.7,49.3,81.9,3748.2,1089.6,1893.1,765.5
1968,SC,South Carolina,2692000,58567,5853,366,404.0,0.0,404,1152,3931,52714,19073,28694,4947,2175.6,217.4,13.6,15.0,42.8,146.0,1958.2,708.5,1065.9,183.8
1968,SD,South Dakota,657000,11518,563,25,67.0,0.0,67,127,344,10955,2826,7449,680,1753.1,85.7,3.8,10.2,19.3,52.4,1667.4,430.1,1133.8,103.5
1968,TN,Tennessee,3976000,86465,8766,345,460.0,0.0,460,2830,5131,77699,28616,38450,10633,2174.7,220.5,8.7,11.6,71.2,129.0,1954.2,719.7,967.1,267.4
1968,TX,Texas,10972000,381640,29646,1163,1589.0,0.0,1589,9091,17803,351994,103095,214729,34170,3478.3,270.2,10.6,14.5,82.9,162.3,3208.1,939.6,1957.1,311.4
1968,UT,Utah,1034000,37037,1201,30,115.0,0.0,115,348,708,35836,7665,25532,2639,3582.0,116.2,2.9,11.1,33.7,68.5,3465.8,741.3,2469.2,255.2
1968,VT,Vermont,422000,5117,157,11,31.0,0.0,31,26,89,4960,2093,2505,362,1212.6,37.2,2.6,7.3,6.2,21.1,1175.4,496.0,593.6,85.8
1968,VA,Virginia,4597000,132741,12821,473,716.0,0.0,716,3027,8605,119920,36153,71708,12059,2887.6,278.9,10.3,15.6,65.8,187.2,2608.7,786.4,1559.9,262.3
1968,WA,Washington,3276000,129892,6970,118,561.0,0.0,561,3223,3068,122922,33399,79790,9733,3965.0,212.8,3.6,17.1,98.4,93.7,3752.2,1019.5,2435.6,297.1
1968,WV,West Virginia,1805000,21028,1959,99,79.0,0.0,79,460,1321,19069,6313,11096,1660,1165.0,108.5,5.5,4.4,25.5,73.2,1056.5,349.8,614.7,92.0
1968,WI,Wisconsin,4213000,100534,3400,92,262.0,0.0,262,1394,1652,97134,21225,67312,8597,2386.3,80.7,2.2,6.2,33.1,39.2,2305.6,503.8,1597.7,204.1
1968,WY,Wyoming,315000,8032,278,20,28.0,0.0,28,39,191,7754,1717,5606,431,2549.9,88.3,6.3,8.9,12.4,60.6,2461.6,545.1,1779.7,136.8
1969,AL,Alabama,3531000,75090,8842,485,494.0,0.0,494,1448,6415,66248,23559,36644,6045,2126.6,250.4,13.7,14.0,41.0,181.7,1876.2,667.2,1037.8,171.2
1969,AK,Alaska,282000,10942,624,30,83.0,0.0,83,190,321,10318,2455,6195,1668,3880.2,221.3,10.6,29.4,67.4,113.8,3658.9,870.6,2196.8,591.5
1969,AZ,Arizona,1693000,88452,5742,102,390.0,0.0,390,1692,3558,82710,22053,53231,7426,5224.6,339.2,6.0,23.0,99.9,210.2,4885.4,1302.6,3144.2,438.6
1969,AR,Arkansas,1995000,43661,4390,197,347.0,0.0,347,885,2961,39271,12989,24069,2213,2188.6,220.1,9.9,17.4,44.4,148.4,1968.5,651.1,1206.5,110.9
1969,CA,California,19443000,1185961,89878,1386,7053.0,0.0,7053,39240,42199,1096083,325891,638249,131943,6099.7,462.3,7.1,36.3,201.8,217.0,5637.4,1676.1,3282.7,678.6
1969,CO,Colorado,2100000,94463,6275,112,605.0,0.0,605,2324,3234,88188,23798,53743,10647,4498.2,298.8,5.3,28.8,110.7,154.0,4199.4,1133.2,2559.2,507.0
1969,CT,Connecticut,3000000,96764,4415,86,260.0,0.0,260,1696,2373,92349,29624,49891,12834,3225.5,147.2,2.9,8.7,56.5,79.1,3078.3,987.5,1663.0,427.8
1969,DE,Delaware,540000,18909,1588,43,74.0,0.0,74,635,836,17321,4737,10043,2541,3501.7,294.1,8.0,13.7,117.6,154.8,3207.6,877.2,1859.8,470.6
1969,DC,District of Columbia,798000,83040,17038,287,776.0,0.0,776,12366,3609,66002,22902,31910,11190,10406.0,2135.1,36.0,97.2,1549.6,452.3,8270.9,2869.9,3998.7,1402.3
1969,FL,Florida,6354000,301341,29411,720,1347.0,0.0,1347,10345,16999,271930,86308,161291,24331,4742.6,462.9,11.3,21.2,162.8,267.5,4279.7,1358.3,2538.4,382.9
1969,GA,Georgia,4641000,111359,11235,551,794.0,0.0,794,2895,6995,100124,32555,54897,12672,2399.5,242.1,11.9,17.1,62.4,150.7,2157.4,701.5,1182.9,273.0
1969,HI,Hawaii,794000,35991,684,27,97.0,0.0,97,282,278,35307,10360,20692,4255,4532.8,86.1,3.4,12.2,35.5,35.0,4446.7,1304.8,2606.0,535.9
1969,ID,Idaho,718000,19589,806,14,72.0,0.0,72,120,600,18783,4236,13603,944,2728.3,112.3,1.9,10.0,16.7,83.6,2616.0,590.0,1894.6,131.5
